participant_id,manikin,score,stimulus,date
10,pleasure,9,Person-yes-04.mp4,2026-08-20T19:57:33.297834
10,arousal,1,Person-yes-04.mp4,2026-08-20T19:57:51.009821
10,dominance,8,Person-yes-04.mp4,2026-08-20T19:58:09.174035
10,pleasure,3,View-no-00.mp4,2026-08-20T19:58:20.323261
10,arousal,7,View-no-00.mp4,2026-08-20T19:58:24.640572
10,dominance,2,View-no-00.mp4,2026-08-20T19:58:38.986896
10,pleasure,5,Back-yes-02.mp4,2026-08-20T19:58:53.222754
10,arousal,5,Back-yes-02.mp4,2026-08-20T19:59:09.929717
10,dominance,5,Back-yes-02.mp4,2026-08-20T19:59:14.625534
10,pleasure,8,Person-yes-02.mp4,2026-08-20T19:59:24.407398
10,arousal,1,Person-yes-02.mp4,2026-08-20T19:59:30.900888
10,dominance,8,Person-yes-02.mp4,2026-08-20T19:59:37.492777
10,pleasure,6,Back-no-02.mp4,2026-08-20T19:59:51.759129
10,arousal,4,Back-no-02.mp4,2026-08-20T20:00:04.642248
10,dominance,6,Back-no-02.mp4,2026-08-20T20:00:15.999723
10,pleasure,7,Back-no-00.mp4,2026-08-20T20:00:29.736395
10,arousal,2,Back-no-00.mp4,2026-08-20T20:00:35.231655
10,dominance,7,Back-no-00.mp4,2026-08-20T20:00:51.337009
10,pleasure,7,Back-no-04.mp4,2026-08-20T20:01:28.962664
10,arousal,3,Back-no-04.mp4,2026-08-20T20:01:32.752502
10,dominance,6,Back-no-04.mp4,2026-08-20T20:01:36.704277
10,pleasure,6,Back-yes-04.mp4,2026-08-20T20:01:46.640503
10,arousal,4,Back-yes-04.mp4,2026-08-20T20:01:50.858919
10,dominance,6,Back-yes-04.mp4,2026-08-20T20:01:56.674741
10,pleasure,4,View-no-04.mp4,2026-08-20T20:03:46.841438
10,arousal,6,View-no-04.mp4,2026-08-20T20:03:52.409737
10,dominance,4,View-no-04.mp4,2026-08-20T20:03:56.798623
10,pleasure,7,Person-no-00.mp4,2026-08-20T20:04:03.622832
10,arousal,3,Person-no-00.mp4,2026-08-20T20:04:06.216683
10,dominance,7,Person-no-00.mp4,2026-08-20T20:04:09.096833
10,pleasure,9,View-yes-03.mp4,2026-08-20T20:04:14.204440
10,arousal,1,View-yes-03.mp4,2026-08-20T20:04:18.745512
10,dominance,9,View-yes-03.mp4,2026-08-20T20:04:21.175069
10,pleasure,1,View-no-02.mp4,2026-08-20T20:04:27.015687
10,arousal,8,View-no-02.mp4,2026-08-20T20:04:29.637134
10,dominance,1,View-no-02.mp4,2026-08-20T20:04:32.985276
10,pleasure,9,Person-yes-03.mp4,2026-08-20T20:04:38.215640
10,arousal,2,Person-yes-03.mp4,2026-08-20T20:05:27.224305
10,dominance,8,Person-yes-03.mp4,2026-08-20T20:05:30.623727
10,pleasure,8,Person-no-03.mp4,2026-08-20T20:05:34.283719
10,arousal,2,Person-no-03.mp4,2026-08-20T20:05:37.146779
10,dominance,8,Person-no-03.mp4,2026-08-20T20:05:40.247377
10,pleasure,8,View-yes-02.mp4,2026-08-20T20:05:43.555687
10,arousal,2,View-yes-02.mp4,2026-08-20T20:05:47.501291
10,dominance,8,View-yes-02.mp4,2026-08-20T20:05:49.643992
10,pleasure,7,Person-no-01.mp4,2026-08-20T20:06:02.377372
10,arousal,4,Person-no-01.mp4,2026-08-20T20:06:07.404832
10,dominance,7,Person-no-01.mp4,2026-08-20T20:06:10.905985
10,pleasure,9,View-yes-00.mp4,2026-08-20T20:06:14.415241
10,arousal,2,View-yes-00.mp4,2026-08-20T20:06:17.223027
10,dominance,9,View-yes-00.mp4,2026-08-20T20:06:20.487924
10,pleasure,7,Back-no-01.mp4,2026-08-20T20:06:28.377196
10,arousal,4,Back-no-01.mp4,2026-08-20T20:06:33.563866
10,dominance,7,Back-no-01.mp4,2026-08-20T20:06:36.833866
10,pleasure,9,View-yes-04.mp4,2026-08-20T20:06:39.846231
10,arousal,1,View-yes-04.mp4,2026-08-20T20:06:43.578449
10,dominance,9,View-yes-04.mp4,2026-08-20T20:06:46.115281
10,pleasure,8,View-yes-01.mp4,2026-08-20T20:06:49.578708
10,arousal,3,View-yes-01.mp4,2026-08-20T20:06:53.128064
10,dominance,8,View-yes-01.mp4,2026-08-20T20:07:00.165266
10,pleasure,8,Back-no-03.mp4,2026-08-20T20:07:04.874517
10,arousal,4,Back-no-03.mp4,2026-08-20T20:07:25.488105
10,dominance,7,Back-no-03.mp4,2026-08-20T20:07:28.992068
10,pleasure,7,Person-yes-01.mp4,2026-08-20T20:07:33.649115
10,arousal,2,Person-yes-01.mp4,2026-08-20T20:07:36.775593
10,dominance,8,Person-yes-01.mp4,2026-08-20T20:07:40.351612
10,pleasure,6,Back-yes-00.mp4,2026-08-20T20:07:48.571482
10,arousal,3,Back-yes-00.mp4,2026-08-20T20:07:54.029280
10,dominance,6,Back-yes-00.mp4,2026-08-20T20:07:57.571486
10,pleasure,7,Person-no-02.mp4,2026-08-20T20:08:31.406883
10,arousal,3,Person-no-02.mp4,2026-08-20T20:08:34.983540
10,dominance,7,Person-no-02.mp4,2026-08-20T20:08:38.255333
10,pleasure,8,Person-yes-00.mp4,2026-08-20T20:08:43.242376
10,arousal,3,Person-yes-00.mp4,2026-08-20T20:08:48.082134
10,dominance,7,Person-yes-00.mp4,2026-08-20T20:08:51.497985
10,pleasure,6,Person-no-04.mp4,2026-08-20T20:09:33.771996
10,arousal,5,Person-no-04.mp4,2026-08-20T20:09:37.843626
10,dominance,5,Person-no-04.mp4,2026-08-20T20:09:41.040412
10,pleasure,1,View-no-01.mp4,2026-08-20T20:09:45.140292
10,arousal,8,View-no-01.mp4,2026-08-20T20:09:49.389847
10,dominance,1,View-no-01.mp4,2026-08-20T20:09:57.486974
10,pleasure,1,View-no-03.mp4,2026-08-20T20:10:01.144963
10,arousal,7,View-no-03.mp4,2026-08-20T20:10:07.941629
10,dominance,1,View-no-03.mp4,2026-08-20T20:10:10.486136
10,pleasure,7,Back-yes-03.mp4,2026-08-20T20:10:14.147846
10,arousal,3,Back-yes-03.mp4,2026-08-20T20:10:17.654201
10,dominance,8,Back-yes-03.mp4,2026-08-20T20:10:21.251494
10,pleasure,7,Back-yes-01.mp4,2026-08-20T20:10:28.574356
10,arousal,3,Back-yes-01.mp4,2026-08-20T20:10:31.775806
10,dominance,7,Back-yes-01.mp4,2026-08-20T20:10:36.008159
