participant_id,manikin,score,stimulus,date
1,pleasure,5,View-yes-02.mp4,2026-08-04T12:31:56.916611
1,arousal,2,View-yes-02.mp4,2026-08-04T12:32:20.883085
1,dominance,7,View-yes-02.mp4,2026-08-04T12:32:49.281551
1,pleasure,5,Back-yes-02.mp4,2026-08-04T12:33:01.179761
1,arousal,2,Back-yes-02.mp4,2026-08-04T12:33:13.412486
1,dominance,7,Back-yes-02.mp4,2026-08-04T12:33:29.571332
1,pleasure,7,View-yes-00.mp4,2026-08-04T12:33:34.399900
1,arousal,7,View-yes-00.mp4,2026-08-04T12:33:40.056135
1,dominance,3,View-yes-00.mp4,2026-08-04T12:33:45.096951
1,pleasure,6,Person-yes-04.mp4,2026-08-04T12:33:56.834323
1,arousal,6,Person-yes-04.mp4,2026-08-04T12:34:03.939049
1,dominance,4,Person-yes-04.mp4,2026-08-04T12:34:09.528340
1,pleasure,3,Back-no-03.mp4,2026-08-04T12:34:16.343497
1,arousal,3,Back-no-03.mp4,2026-08-04T12:34:20.498422
1,dominance,7,Back-no-03.mp4,2026-08-04T12:34:24.773106
1,pleasure,7,Back-no-04.mp4,2026-08-04T12:34:28.837637
1,arousal,7,Back-no-04.mp4,2026-08-04T12:34:31.819913
1,dominance,3,Back-no-04.mp4,2026-08-04T12:34:35.370990
1,pleasure,2,Back-yes-00.mp4,2026-08-04T12:34:40.920979
1,arousal,2,Back-yes-00.mp4,2026-08-04T12:34:43.141081
1,dominance,7,Back-yes-00.mp4,2026-08-04T12:34:46.448597
1,pleasure,6,Person-no-01.mp4,2026-08-04T12:34:50.496573
1,arousal,6,Person-no-01.mp4,2026-08-04T12:34:52.161370
1,dominance,3,Person-no-01.mp4,2026-08-04T12:34:55.190544
1,pleasure,2,View-no-03.mp4,2026-08-04T12:34:58.665728
1,arousal,2,View-no-03.mp4,2026-08-04T12:35:00.947688
1,dominance,8,View-no-03.mp4,2026-08-04T12:35:04.108814
1,pleasure,8,View-yes-04.mp4,2026-08-04T12:35:07.458115
1,arousal,8,View-yes-04.mp4,2026-08-04T12:35:10.239278
1,dominance,2,View-yes-04.mp4,2026-08-04T12:35:13.627555
1,pleasure,4,Person-yes-00.mp4,2026-08-04T12:35:19.261353
1,arousal,4,Person-yes-00.mp4,2026-08-04T12:35:21.822582
1,dominance,7,Person-yes-00.mp4,2026-08-04T12:35:25.736778
1,pleasure,4,Person-no-00.mp4,2026-08-04T12:35:30.758674
1,arousal,4,Person-no-00.mp4,2026-08-04T12:35:33.148531
1,dominance,7,Person-no-00.mp4,2026-08-04T12:35:35.888253
1,pleasure,8,Person-no-03.mp4,2026-08-04T12:35:40.105616
1,arousal,7,Person-no-03.mp4,2026-08-04T12:35:42.592933
1,dominance,2,Person-no-03.mp4,2026-08-04T12:35:48.117333
1,pleasure,6,Back-no-01.mp4,2026-08-04T12:35:52.250462
1,arousal,6,Back-no-01.mp4,2026-08-04T12:35:55.795132
1,dominance,3,Back-no-01.mp4,2026-08-04T12:35:58.678991
1,pleasure,6,Person-yes-02.mp4,2026-08-04T12:36:02.307118
1,arousal,6,Person-yes-02.mp4,2026-08-04T12:36:04.867068
1,dominance,4,Person-yes-02.mp4,2026-08-04T12:36:07.919501
1,pleasure,1,View-no-04.mp4,2026-08-04T12:36:13.034226
1,arousal,2,View-no-04.mp4,2026-08-04T12:36:16.207903
1,dominance,8,View-no-04.mp4,2026-08-04T12:36:18.328153
1,pleasure,3,Back-no-02.mp4,2026-08-04T12:36:21.622212
1,arousal,3,Back-no-02.mp4,2026-08-04T12:36:24.196299
1,dominance,8,Back-no-02.mp4,2026-08-04T12:36:27.007899
1,pleasure,3,View-no-01.mp4,2026-08-04T12:36:29.860523
1,arousal,2,View-no-01.mp4,2026-08-04T12:36:32.101944
1,dominance,8,View-no-01.mp4,2026-08-04T12:36:34.352747
1,pleasure,2,Back-yes-01.mp4,2026-08-04T12:36:38.036895
1,arousal,2,Back-yes-01.mp4,2026-08-04T12:36:41.310044
1,dominance,8,Back-yes-01.mp4,2026-08-04T12:36:44.904480
1,pleasure,2,Person-no-04.mp4,2026-08-04T12:36:48.583453
1,arousal,2,Person-no-04.mp4,2026-08-04T12:36:51.674343
1,dominance,8,Person-no-04.mp4,2026-08-04T12:36:54.443168
1,pleasure,2,Back-yes-03.mp4,2026-08-04T12:36:56.768726
1,arousal,2,Back-yes-03.mp4,2026-08-04T12:36:58.976655
1,dominance,2,Back-yes-03.mp4,2026-08-04T12:37:03.815312
1,pleasure,8,View-yes-03.mp4,2026-08-04T12:37:07.166126
1,arousal,7,View-yes-03.mp4,2026-08-04T12:37:09.990506
1,dominance,3,View-yes-03.mp4,2026-08-04T12:37:12.866902
1,pleasure,2,View-no-00.mp4,2026-08-04T12:37:15.519671
1,arousal,2,View-no-00.mp4,2026-08-04T12:37:19.351847
1,dominance,8,View-no-00.mp4,2026-08-04T12:37:23.786388
1,pleasure,6,Person-no-02.mp4,2026-08-04T12:37:27.807988
1,arousal,4,Person-no-02.mp4,2026-08-04T12:37:36.615847
1,dominance,6,Person-no-02.mp4,2026-08-04T12:37:42.641375
1,pleasure,3,View-no-02.mp4,2026-08-04T12:37:48.935109
1,arousal,3,View-no-02.mp4,2026-08-04T12:37:50.763190
1,dominance,8,View-no-02.mp4,2026-08-04T12:37:54.789932
1,pleasure,2,Back-no-00.mp4,2026-08-04T12:37:58.355488
1,arousal,3,Back-no-00.mp4,2026-08-04T12:38:01.384968
1,dominance,7,Back-no-00.mp4,2026-08-04T12:38:06.099372
1,pleasure,7,Person-yes-03.mp4,2026-08-04T12:38:10.489594
1,arousal,7,Person-yes-03.mp4,2026-08-04T12:38:13.806094
1,dominance,3,Person-yes-03.mp4,2026-08-04T12:38:17.338786
1,pleasure,8,Person-yes-01.mp4,2026-08-04T12:38:22.206542
1,arousal,8,Person-yes-01.mp4,2026-08-04T12:38:24.276561
1,dominance,3,Person-yes-01.mp4,2026-08-04T12:38:27.965651
1,pleasure,2,Back-yes-04.mp4,2026-08-04T12:38:40.731259
1,arousal,2,Back-yes-04.mp4,2026-08-04T12:38:50.173807
1,dominance,2,Back-yes-04.mp4,2026-08-04T12:38:54.006694
1,pleasure,8,View-yes-01.mp4,2026-08-04T12:38:57.226596
1,arousal,7,View-yes-01.mp4,2026-08-04T12:40:25.261699
1,dominance,7,View-yes-01.mp4,2026-08-04T12:40:51.728105
